SalePrice,GarageCars,TotRmsAbvGrd,FullBath,GrLivArea,1stFlrSF,TotalBsmtSF,MasVnrArea,Lst_remod,old,OverallQual,EnclosedPorch,KitchenAbvGr,BsmtHalfBath,LowQualFinSF,BsmtFinSF2,OverallCond,MSSubClass,Last_sold,MiscVal,3SsnPorch
208500,2,8,2,1710,856,856,196.0,17,17,7,0,1,0,0,0,5,60,12,0,0
181500,2,6,2,1262,1262,1262,0.0,44,44,6,0,1,1,0,0,8,20,13,0,0
223500,2,6,2,1786,920,920,162.0,18,19,7,0,1,0,0,0,5,60,12,0,0
140000,3,7,1,1717,961,756,0.0,50,105,7,272,1,0,0,0,5,70,14,0,0
250000,3,9,2,2198,1145,1145,350.0,20,20,8,0,1,0,0,0,5,60,12,0,0
143000,2,5,1,1362,796,796,0.0,25,27,5,0,1,0,0,0,5,50,11,700,320
307000,2,7,2,1694,1694,1686,186.0,15,16,8,0,1,0,0,0,5,20,13,0,0
200000,2,7,2,2090,1107,1107,240.0,47,47,7,228,1,0,0,32,6,60,11,350,0
129900,2,8,2,1774,1022,952,0.0,70,89,7,205,2,0,0,0,5,50,12,0,0
118000,1,5,1,1077,1077,991,0.0,70,81,5,0,2,0,0,0,6,190,12,0,0
129500,1,5,1,1040,1040,1040,0.0,55,55,5,0,1,0,0,0,5,20,12,0,0
345000,3,11,3,2324,1182,1175,286.0,14,15,9,0,1,0,0,0,5,60,14,0,0
144000,1,4,1,912,912,912,0.0,58,58,5,0,1,0,0,0,6,20,12,0,0
279500,3,7,2,1494,1494,1494,306.0,13,14,7,0,1,0,0,0,5,20,13,0,0
157000,1,5,1,1253,1253,1253,212.0,60,60,6,176,1,0,0,0,5,20,12,0,0
132000,2,5,1,854,854,832,0.0,19,91,7,0,1,0,0,0,8,45,13,0,0
149000,2,5,1,1004,1004,1004,180.0,50,50,6,0,1,0,0,0,7,20,10,700,0
90000,2,6,2,1296,1296,0,0.0,53,53,4,0,2,0,0,0,5,90,14,500,0
159000,2,6,1,1114,1114,1114,0.0,16,16,5,0,1,0,0,0,5,20,12,0,0
139000,1,6,1,1339,1339,1029,0.0,55,62,5,0,1,0,0,0,6,20,11,0,0
325300,3,9,3,2376,1158,1158,380.0,14,15,8,0,1,0,0,0,5,60,14,0,0
139400,1,6,1,1108,1108,637,0.0,70,90,7,205,1,0,0,0,7,45,13,0,0
230000,2,7,2,1795,1795,1777,281.0,18,18,8,0,1,0,0,0,5,20,12,0,0
129900,2,6,1,1060,1060,1040,0.0,44,44,5,0,1,0,0,0,7,120,13,0,0
154000,1,6,1,1060,1060,1060,0.0,19,52,5,0,1,0,0,668,8,20,10,0,0
256300,3,7,2,1600,1600,1566,640.0,13,13,8,0,1,0,0,0,5,20,11,0,0
134800,2,5,1,900,900,900,0.0,20,69,5,0,1,1,0,486,7,20,10,0,0
306000,3,7,2,1704,1704,1704,200.0,12,13,8,0,1,0,0,0,5,20,10,0,0
207500,1,6,1,1600,1600,1484,0.0,23,63,5,0,1,0,0,0,6,20,14,0,0
68500,1,4,1,520,520,520,0.0,70,93,4,87,1,0,0,0,6,30,12,0,0
40000,1,6,1,1317,649,649,0.0,70,100,4,172,1,0,0,0,4,70,12,0,0
149350,1,6,1,1228,1228,1228,0.0,14,54,5,0,1,0,0,0,6,20,12,0,0
179900,2,7,2,1234,1234,1234,0.0,13,13,8,0,1,0,0,0,5,20,12,0,0
165500,2,6,1,1700,1700,1398,0.0,61,61,5,0,1,1,0,0,5,20,10,0,0
277500,2,6,2,1561,1561,1561,246.0,15,15,9,0,1,0,0,0,5,120,13,0,0
309000,3,9,3,2452,1132,1117,132.0,15,16,8,0,1,0,0,0,5,60,14,0,0
145000,2,6,1,1097,1097,1097,0.0,25,26,5,0,1,0,0,0,5,20,11,0,0
153000,2,5,1,1297,1297,1297,650.0,30,66,5,0,1,1,0,0,6,20,11,0,0
109000,1,5,1,1057,1057,1057,0.0,13,67,5,0,1,0,0,0,7,20,10,0,0
82000,0,6,2,1152,1152,0,0.0,65,65,4,0,2,0,0,0,5,90,12,0,0
160000,2,6,2,1324,1324,1088,101.0,55,55,6,0,1,0,0,0,5,20,14,0,0
170000,1,5,1,1328,1328,1350,0.0,61,61,5,0,1,1,0,0,6,20,13,0,0
144000,2,5,1,884,884,840,0.0,37,37,5,0,1,0,0,93,7,85,13,0,0
130250,1,5,1,938,938,938,0.0,40,45,5,0,1,0,0,491,6,20,12,0,0
141000,1,6,1,1150,1150,1150,0.0,61,61,5,0,1,0,0,506,6,20,14,0,0
319900,2,6,2,1752,1752,1752,412.0,15,15,9,0,1,0,0,0,5,120,10,0,0
239686,2,6,1,2149,1518,1434,0.0,17,17,7,0,1,0,0,0,5,50,11,0,0
249700,3,7,2,1656,1656,1656,0.0,14,14,8,0,1,0,0,0,5,20,13,0,0
113000,0,8,2,1452,736,736,0.0,12,100,4,102,3,0,0,0,5,190,11,0,0
127000,1,6,1,955,955,955,0.0,54,54,5,0,1,0,0,0,7,20,13,0,0
177000,2,6,2,1470,794,794,0.0,23,23,6,0,1,1,0,0,6,60,13,0,0
114500,2,6,1,1176,816,816,0.0,70,86,6,0,1,0,360,0,6,50,14,400,0
110000,2,5,1,816,816,816,0.0,57,57,5,0,1,0,0,712,5,90,10,0,0
385000,3,5,0,1842,1842,1842,0.0,33,39,9,0,1,0,0,0,5,20,14,0,0
130000,2,6,1,1360,1360,384,0.0,65,65,5,0,1,0,0,0,5,80,13,0,0
180500,2,7,2,1425,1425,1425,272.0,56,56,6,0,1,0,0,0,5,20,12,0,407
172500,2,7,2,1739,983,970,456.0,20,21,8,0,1,0,0,0,5,160,11,0,0
196500,2,7,2,1720,860,860,0.0,16,16,7,0,1,0,0,0,5,60,14,0,0
438780,3,10,3,2945,1426,1410,1031.0,14,14,10,37,1,0,0,0,5,60,14,0,0
124900,1,4,1,780,780,780,0.0,48,48,5,0,1,0,0,0,7,20,12,0,0
158000,2,5,1,1158,1158,1158,0.0,16,16,6,0,1,0,0,0,5,20,14,0,0
101000,1,6,1,1111,581,530,0.0,24,100,5,144,1,0,0,0,7,75,13,0,0
202500,2,6,2,1370,1370,1370,178.0,14,14,8,0,1,0,0,0,5,120,13,0,0
140000,2,9,2,1710,902,576,0.0,70,99,7,64,1,0,0,0,6,70,10,0,0
219500,2,8,2,2034,1057,1057,573.0,22,23,7,0,1,0,0,0,5,60,11,0,0
317000,3,9,2,2473,1143,1143,344.0,15,16,8,0,1,0,0,0,5,60,13,0,0
180000,2,7,2,2207,2207,1947,287.0,31,50,7,0,1,0,0,0,5,20,10,0,0
226000,2,7,2,1479,1479,1453,167.0,17,17,7,0,1,0,0,0,5,20,13,0,0
80000,1,4,1,747,747,747,0.0,70,75,4,0,1,0,0,0,6,30,10,0,0
225000,2,7,2,2287,1304,1304,0.0,67,67,7,114,1,0,0,0,4,50,14,0,0
244000,2,8,2,2223,2223,2223,1115.0,47,47,7,0,1,0,0,0,6,20,13,0,0
129500,2,4,1,845,845,845,0.0,14,38,4,0,1,0,0,0,6,20,13,0,0
185000,2,7,2,1718,885,832,40.0,22,22,7,0,1,0,0,0,5,60,11,0,0
144900,2,6,1,1086,1086,1086,104.0,17,66,5,0,1,0,0,362,7,20,10,0,0
107400,1,8,2,1605,840,840,0.0,70,105,3,202,2,0,0,0,6,50,10,0,0
91000,1,5,1,988,526,462,0.0,47,47,4,0,1,0,0,0,5,180,11,0,0
135750,1,4,1,952,952,952,0.0,64,64,4,0,1,0,0,0,7,20,12,0,0
127000,1,6,1,1285,1072,672,0.0,19,72,5,0,1,0,0,41,5,50,12,0,0
136500,0,8,2,1768,1768,1768,0.0,52,52,4,0,2,0,0,0,5,90,10,0,0
110000,2,5,1,1230,682,440,0.0,39,110,5,128,1,0,0,0,6,50,11,0,0
193500,1,8,2,2142,1182,896,576.0,52,52,6,0,1,0,0,0,6,60,11,0,0
153500,2,5,2,1337,1337,1237,443.0,22,22,6,0,1,0,0,0,5,120,14,0,0
245000,3,6,2,1563,1563,1563,468.0,13,13,8,0,1,0,0,0,5,20,12,0,0
126500,2,6,1,1065,1065,1065,66.0,60,60,5,0,1,0,0,0,5,20,13,0,0
168500,2,7,2,1474,804,384,22.0,24,25,7,0,1,0,0,0,5,80,11,700,0
260000,2,9,2,2417,1301,1288,284.0,28,29,8,0,1,0,0,0,5,60,14,0,0
174000,2,6,2,1560,684,684,0.0,15,15,6,0,1,0,0,0,5,60,11,0,0
164500,2,4,2,1224,612,612,76.0,11,11,6,0,1,0,0,0,5,160,11,0,0
85000,0,6,1,1526,1013,1013,0.0,38,105,3,156,1,0,513,0,2,50,11,0,0
123600,0,5,1,990,990,990,0.0,25,26,4,0,1,0,0,0,5,20,13,0,0
109900,2,4,1,1040,1040,0,0.0,70,70,4,0,1,0,0,0,5,20,14,0,0
98600,2,6,1,1235,1235,1235,203.0,59,59,5,0,1,0,0,0,3,20,14,0,0
163500,2,5,1,964,964,876,0.0,14,99,5,44,1,0,0,0,7,30,11,0,0
133900,2,9,2,2291,1260,1214,0.0,22,110,6,0,2,1,0,0,6,190,13,0,0
204750,2,7,2,1786,905,824,0.0,23,23,6,0,1,0,0,0,5,60,13,0,0
185000,2,6,2,1470,680,680,68.0,27,27,6,0,1,0,0,0,8,60,11,480,0
214000,2,6,2,1588,1588,1588,183.0,21,21,7,0,1,0,0,0,5,20,14,0,0
94750,1,6,1,960,960,960,48.0,55,55,4,0,1,0,0,0,5,20,13,0,0
83000,1,5,1,835,835,458,0.0,70,100,5,77,1,0,0,0,5,30,10,400,0
128950,0,6,1,1225,1225,950,0.0,61,61,4,0,1,0,0,0,5,20,10,400,0
205000,2,6,2,1610,1610,1610,28.0,19,43,6,0,1,0,0,0,7,20,10,0,0
178000,2,7,2,1732,977,741,336.0,35,35,6,0,1,0,0,0,5,60,10,0,0
118964,2,8,2,1535,1535,0,0.0,41,41,5,0,2,0,0,0,5,90,11,0,0
198900,3,6,2,1226,1226,1226,0.0,11,11,7,0,1,0,0,0,5,20,10,0,0
169500,1,7,1,1818,1226,1040,600.0,70,89,7,0,1,0,0,0,4,50,13,0,0
250000,2,9,2,1992,1053,1053,768.0,16,17,8,0,1,0,0,0,5,60,12,0,0
100000,1,6,1,1047,1047,641,0.0,25,135,4,0,1,0,0,0,7,30,13,450,0
115000,1,5,1,789,789,789,0.0,70,72,5,0,1,0,0,169,5,20,12,0,0
115000,0,7,2,1517,997,793,0.0,15,101,5,144,1,0,0,0,7,50,13,0,0
190000,2,7,2,1844,1844,1844,480.0,43,43,6,0,1,0,0,0,6,20,10,0,0
136900,1,7,2,1855,1216,994,0.0,48,66,6,0,1,0,0,0,4,50,14,0,0
180000,2,7,2,1430,774,384,0.0,20,20,7,0,1,0,0,0,5,80,10,0,0
383970,3,10,2,2696,1282,1264,220.0,13,13,7,0,1,0,0,0,5,60,13,0,0
217000,2,7,2,2259,2259,1809,184.0,67,67,6,192,1,0,0,869,5,20,13,0,0
259500,1,9,2,2320,1436,1028,0.0,18,75,6,0,1,0,0,150,8,70,13,0,0
176000,2,5,2,1458,729,729,1129.0,21,21,6,0,1,0,0,0,5,160,13,0,0
139000,1,6,1,1092,1092,1092,116.0,58,58,5,144,1,1,0,670,5,20,11,0,0
155000,2,5,1,1125,1125,1125,0.0,13,14,5,0,1,0,0,0,5,20,13,0,0
320000,3,11,3,3222,1699,1673,0.0,30,30,7,0,1,0,0,0,5,60,10,0,0
163990,2,8,2,1456,728,728,0.0,14,15,6,0,1,0,0,0,5,60,14,0,0
180000,2,4,1,988,988,938,0.0,51,51,6,0,1,0,0,0,5,80,14,0,130
100000,1,4,1,1123,772,732,0.0,70,81,4,140,1,0,0,0,5,50,13,0,0
136000,1,5,1,1080,1080,1080,135.0,62,62,6,0,1,0,0,0,7,20,12,0,0
153900,2,5,2,1199,1199,1199,0.0,27,27,6,0,1,0,0,0,5,120,12,0,0
181000,2,7,2,1586,1586,1362,0.0,22,41,6,0,1,0,0,0,5,20,11,0,0
84500,0,5,1,754,520,520,0.0,38,85,6,0,1,0,234,0,8,190,14,0,0
128000,2,5,2,958,958,1078,0.0,44,44,6,0,1,0,0,0,5,120,13,0,0
87000,0,5,1,840,840,672,0.0,70,90,5,0,1,0,0,0,7,45,13,0,0
155000,2,6,1,1348,660,660,266.0,54,54,6,0,1,0,0,0,5,60,14,0,0
150000,2,6,1,1053,1053,1008,85.0,29,62,5,0,1,1,0,28,7,20,14,0,180
226000,2,8,2,2157,1216,924,309.0,54,54,7,0,1,0,0,0,6,60,14,0,0
244000,2,7,2,2054,1022,992,40.0,20,20,6,0,1,0,0,0,5,60,11,0,0
150750,2,7,1,1327,1327,1063,0.0,18,61,5,0,1,0,0,0,6,20,13,0,0
220000,2,6,2,1296,1296,1267,136.0,18,19,8,0,1,0,0,0,5,20,11,0,0
180000,2,7,2,1721,1721,1461,0.0,27,52,5,180,1,0,0,0,6,20,14,0,0
174000,2,7,2,1682,1682,1304,288.0,50,50,7,0,1,0,0,0,6,20,12,0,0
143000,1,5,2,1214,1214,1214,196.0,53,53,5,0,1,0,0,0,5,20,13,0,0
171000,3,9,3,1959,1959,1907,70.0,31,32,7,0,2,0,0,0,5,90,14,0,0
230000,3,7,2,1852,1004,1004,320.0,20,21,8,0,1,0,0,0,5,60,12,0,0
231500,2,7,2,1764,928,928,0.0,23,23,6,0,1,0,0,0,5,60,11,0,0
115000,0,5,1,864,864,864,0.0,49,49,4,0,1,0,0,0,5,20,10,0,0
260000,2,7,2,1734,1734,1734,0.0,15,15,7,0,1,0,0,0,5,20,14,0,0
166000,2,6,2,1385,910,910,0.0,68,68,5,0,1,0,0,0,4,50,10,0,0
204000,2,6,2,1501,1501,1490,183.0,21,21,7,0,1,0,0,0,5,20,11,0,0
125000,2,10,2,1728,1728,1728,336.0,57,57,5,0,2,0,0,0,5,90,14,0,0
130000,2,7,2,1709,970,970,50.0,14,16,6,0,1,0,0,0,5,160,14,0,0
105000,1,5,1,875,875,715,0.0,27,89,5,0,1,0,0,0,7,30,11,0,0
222500,2,8,2,2035,884,884,180.0,19,19,7,0,1,0,0,0,5,60,10,0,0
141000,0,6,1,1080,1080,1080,120.0,15,16,7,0,1,0,0,0,5,20,12,0,0
115000,1,7,1,1344,896,896,0.0,70,84,5,0,1,0,0,0,4,50,14,0,0
122000,2,5,1,969,969,969,0.0,45,45,5,0,1,0,0,0,6,20,13,0,0
372402,3,6,2,1710,1710,1710,436.0,12,13,8,0,1,0,0,0,5,20,12,0,0
190000,2,8,2,1993,1097,825,252.0,49,49,6,0,1,0,0,0,5,60,14,0,0
235000,2,4,1,1252,1252,1602,0.0,45,60,6,0,1,0,0,1080,7,20,12,0,0
125000,1,7,1,1200,1200,1200,0.0,70,97,6,228,1,0,0,0,5,30,14,0,0
79000,0,5,1,1096,572,572,0.0,70,96,6,128,1,0,0,0,5,50,12,0,0
109500,2,5,1,1040,1040,0,0.0,70,70,5,0,1,0,0,0,7,20,14,0,0
269500,3,8,2,1968,774,774,84.0,10,11,8,0,1,0,0,0,5,60,10,0,0
254900,2,8,2,1947,991,991,0.0,15,16,7,0,1,0,0,0,5,60,10,0,0
320000,2,9,2,2462,1392,1392,456.0,14,15,7,0,1,0,0,0,5,60,14,0,168
162500,2,6,2,1232,1232,1232,0.0,36,36,6,0,1,0,0,0,6,20,12,0,0
412500,3,10,2,2668,1572,1572,664.0,16,17,9,0,1,0,0,0,5,60,12,0,0
220000,2,7,2,1541,1541,1541,226.0,15,15,7,0,1,0,0,0,5,20,10,0,0
103200,0,4,1,882,882,882,0.0,64,64,4,0,1,0,0,0,6,45,13,0,0
152000,1,5,2,1616,1149,1149,0.0,16,94,6,183,1,0,0,0,7,40,13,0,0
127500,0,6,2,1355,808,644,0.0,21,80,5,0,2,0,0,181,7,190,12,0,0
190000,1,7,1,1867,1867,1617,0.0,27,65,5,0,1,0,0,768,5,20,11,0,0
325624,3,8,1,2161,1610,1582,300.0,13,13,8,0,1,0,0,0,5,60,13,0,0
183500,2,7,2,1720,840,840,0.0,16,16,7,0,1,0,0,0,5,60,13,0,0
228000,2,6,2,1707,1707,1686,653.0,39,39,8,0,1,0,0,0,6,20,14,0,0
128500,2,7,1,1382,854,720,0.0,70,79,5,0,1,0,528,0,6,50,13,0,0
215000,2,7,1,1656,1656,1080,112.0,60,60,6,0,1,0,0,0,5,20,10,0,0
239000,2,5,2,1767,1064,1064,0.0,33,33,7,0,1,0,0,215,7,160,14,0,0
163000,2,6,1,1362,1362,1362,491.0,59,59,6,0,1,0,0,374,5,20,12,0,0
184000,2,7,2,1651,1651,1606,132.0,34,34,6,0,1,0,0,208,5,20,12,0,0
243000,2,7,2,2158,2158,1202,0.0,19,70,6,39,1,0,0,0,7,20,13,0,0
211000,2,8,2,2060,1164,1151,268.0,31,32,6,0,1,1,0,0,5,60,13,0,0
172500,2,8,2,1920,1252,1052,0.0,62,62,5,0,1,0,0,441,5,50,14,0,0
501837,3,9,2,2234,2234,2216,748.0,11,12,9,0,1,0,0,0,5,20,11,0,0
100000,2,5,1,968,968,968,0.0,14,97,5,184,1,0,0,0,6,30,13,0,0
177000,2,5,2,1525,769,756,456.0,20,20,6,0,1,0,0,0,5,160,13,0,0
200100,1,9,1,1802,901,793,0.0,70,100,7,40,1,0,0,0,6,70,14,0,0
120000,1,7,1,1340,1340,0,98.0,14,63,5,0,1,0,0,0,6,20,13,0,180
200000,2,6,2,2082,1362,1362,0.0,17,17,7,0,1,0,0,0,5,50,12,0,0
127000,2,5,1,1252,936,504,0.0,29,112,5,0,1,0,0,0,8,50,14,0,0
475000,3,12,2,3608,1518,1107,0.0,27,128,10,0,1,0,572,0,9,75,14,0,0
173000,2,6,2,1217,1217,1188,0.0,29,30,7,0,1,0,0,0,5,80,11,0,0
135000,1,8,2,1656,808,660,0.0,33,104,5,0,1,0,144,0,7,50,11,0,140
153337,2,6,0,1224,1224,1086,275.0,41,41,5,0,2,0,0,0,5,90,11,0,0
286000,2,5,1,1593,1593,1593,0.0,18,19,8,0,1,0,0,0,5,120,12,0,0
315000,2,10,2,2727,1549,853,0.0,26,88,8,0,1,0,0,0,8,70,13,0,0
184000,2,7,1,1479,725,725,138.0,16,48,7,0,1,0,0,0,9,60,13,0,0
192000,2,6,2,1431,1431,1431,0.0,21,21,7,0,1,0,0,0,5,20,11,0,0
130000,2,7,2,1709,970,970,50.0,16,16,7,0,1,0,0,0,5,160,14,0,0
127000,1,5,1,864,864,864,0.0,48,48,5,0,1,0,0,0,7,20,12,0,0
148500,2,7,2,1456,855,855,0.0,44,44,6,0,1,0,0,0,6,160,11,0,0
311872,3,8,2,1726,1726,1726,205.0,13,13,7,0,1,0,0,0,5,20,13,0,0
235000,2,8,2,3112,1360,1360,0.0,30,102,8,552,1,1,392,184,4,75,14,0,0
104000,0,8,1,2229,929,755,0.0,70,108,6,30,1,0,371,0,6,75,11,0,0
274900,3,7,2,1713,1713,1713,262.0,15,16,8,0,1,0,0,0,5,20,11,0,0
140000,2,5,2,1121,1121,1121,0.0,16,17,4,0,1,0,0,0,5,20,10,0,0
171500,2,6,2,1279,1279,1196,0.0,43,43,6,0,1,1,0,279,6,20,12,0,0
112000,1,6,2,1310,865,617,0.0,70,96,6,126,1,0,0,0,6,50,14,0,0
149000,2,3,1,848,848,848,205.0,16,16,6,0,1,0,0,0,5,120,12,0,0
110000,1,5,1,1284,720,720,0.0,70,73,5,0,1,0,0,0,7,50,11,0,0
180500,2,5,2,1442,1442,1424,0.0,30,30,7,0,1,0,0,0,5,20,11,0,508
143900,1,8,1,1696,1696,1140,0.0,58,58,5,0,1,0,0,0,5,20,13,0,0
141000,1,6,1,1100,1100,1100,0.0,60,60,4,0,1,0,0,306,5,20,12,0,0
277000,2,7,2,2062,1180,1157,128.0,31,32,7,0,1,0,0,0,5,60,13,0,0
145000,2,6,1,1092,1092,1092,260.0,56,56,6,0,1,0,0,0,7,20,12,0,0
98000,0,5,1,864,864,864,0.0,70,95,5,96,1,0,0,0,6,30,12,0,0
186000,2,6,2,1212,1212,1212,0.0,11,11,6,0,1,0,0,0,5,20,10,0,0
252678,2,7,2,1852,932,900,0.0,11,11,7,0,1,0,0,0,5,60,11,0,0
156000,2,5,1,990,990,990,0.0,25,25,5,0,1,1,0,0,5,20,14,0,0
161750,1,6,1,1392,689,689,153.0,43,43,6,0,1,0,0,0,7,60,10,450,0
134450,1,6,1,1236,1236,1070,64.0,24,63,5,0,1,1,0,0,6,20,14,0,0
210000,2,8,2,1436,1436,1436,266.0,16,16,7,0,1,0,0,0,5,20,12,0,0
107000,1,8,1,1328,810,686,0.0,70,95,4,60,1,0,0,0,4,70,14,0,0
311500,2,8,1,1954,1137,798,312.0,14,81,7,150,1,1,0,0,9,50,12,0,0
167240,2,5,2,1248,1248,1248,16.0,14,15,7,0,1,0,0,0,5,120,14,0,0
204900,2,5,2,1498,1498,1498,0.0,14,14,7,0,1,0,0,0,5,20,14,0,0
200000,2,8,2,2267,1010,1010,0.0,18,18,6,0,1,0,0,0,5,60,11,0,0
179900,2,6,2,1552,811,713,0.0,45,45,6,0,1,0,0,0,6,60,14,0,0
97000,2,4,1,864,864,864,0.0,49,49,4,0,1,0,0,180,6,20,11,0,0
386250,3,8,2,2392,2392,2392,922.0,17,17,10,0,1,0,0,0,5,20,11,0,0
112000,1,6,2,1302,630,630,142.0,49,49,5,0,1,0,0,0,5,160,11,0,0
290000,3,9,2,2520,1214,1203,290.0,25,25,7,0,1,0,0,0,5,60,13,0,0
106000,1,5,1,987,483,483,127.0,50,50,6,0,1,0,0,0,6,160,12,0,0
125000,1,5,1,912,912,912,0.0,53,53,5,0,1,0,0,0,5,20,10,0,0
192500,2,7,2,1555,1555,1373,16.0,14,15,7,0,1,0,0,0,5,120,11,0,0
148000,1,6,1,1194,1194,1194,220.0,61,61,6,120,1,0,0,0,6,20,10,0,0
403000,3,9,2,2794,1490,1462,506.0,24,25,8,202,1,0,0,0,5,60,11,0,0
94500,1,5,1,987,483,483,297.0,48,48,6,0,1,0,0,0,5,160,14,0,0
128200,1,5,1,894,894,894,0.0,44,44,5,0,1,0,0,712,6,20,10,0,0
216500,2,8,2,1960,860,860,103.685261707989,18,18,6,0,1,0,0,0,5,60,10,0,0
89500,1,5,1,987,483,483,604.0,49,49,6,0,1,0,0,0,3,160,12,0,0
185500,2,6,2,1414,1414,1414,98.0,16,16,7,0,1,0,0,0,5,20,10,0,0
194500,2,7,2,1744,1014,996,0.0,17,27,7,0,1,0,0,0,7,60,10,0,238
318000,3,7,2,1694,1694,1694,254.0,13,13,8,0,1,0,0,0,5,20,13,0,0
